texts,toxicity
67 mặt 97 sức 27,1
"chẳng bao đi rầm_rộ đâu . vấn_đề trump phụ định_hình chuỗi cung_ứng . phụ 90% 70% nhiều . hội châu khác , đna , ấn_độ . đông minh nhật , hàn , eu , mong chuỗi cung_ứng bớt phụ trung quốc thời_gian tới .",0
"chúc_mừng liverpool . jota_thiago đem fan cảm_giác thú , mua cổ_phiếu xong giá hàng @ @",0
côn_đồ nâng án ! xã_hội yên dân lo_sợ .,1
"thiệt thể nổi , dịch bùng_phát , đeo khẩu_trang giãn cách .",1
"koeman làm , đường bóng chân messi nữa , messi trung_tâm nữa , bc bây sợ , bắt_đầu lo_lắng real aletico , juventus bảng đấu chị 1 . dạo m28 bôi đỏ hahahaha ....",0
đi xe_máy dừng chờ đèn phúc lớn . lái_xe bồn coi mạng cỏ rác luồn_lách đèn_đỏ . xử_lý hình trường_hợp này . đường sợ quá .,1
hoài lâm giọng hát biệt tuyệt_vời . ca_khúc cs không chê được . chúc cs mãi niềm đam_mê ca_hát thành_công,0
phở_bò_đen ..,1
hát mệt . h come out hỉ ?,1
"chúc cháu khoẻ_mạnh , hạnh_phúc ! quý ngưỡng_mộ tuấn",0
dân bão gắng,0
"messi tịt_ngòi không đúng , không messi_barca 1 bàn",0
"chủ_quan . hoá_chất màu vẽ thuyết_phục lắm đưa , giáo phòng cảm choáng . vấn_đề tâm_lý_thể bao hiện_tượng bệnh xuất_hiện lúc , vậy . tra kỹ",0
ngày ! bao dân mong_chờ cầu_nối nhơn_trạch hình_thành .,0
"xe oto giá_trị lớn , sử_dụng hằng ngày , kỹ , tham_khảo xe mua.nếu 1 xe xe rộng_rãi 1 chút sử_dụng . kona hàng ghế chật . xe xấu đẹp , quen . yếu , chạy phố sêm sêm nhau . xe chật_chội bí không thể quen được . độ cậy đi đường dài . toyota 2 này , dính phốt bơm xăng xe sản_xuất nước , nhập không biết.với khả_năng tài ngang_ngang kona , tham_khảo corolla_cross_g , nữ màu trắng , nội_thất đỏ đẹp , rộng_rãi nhà , 12 xe . xe nhập_khẩu , không hỗ_trợ 50% bạ , chất hoàn_toàn .",0
thiến hoá_học ?,0
hay ... bs thú_y tưởng đời bánh hơi ....,0
"hoan_hô quyền huyện côn_đảo mảng xanh , hy_vọng mãi_mãi",0
"ta hỗ_trợ mấy bé nhé . hết , ta bé chỗ ở , sức_khoẻ mấy bé nào . đó , hảo_tâm bảo_trợ bé thể đi học . ta thể liên_hệ xã mấy đứa bé thân nội_ngoại mấy bé hướng giúp_đỡ mấy bé . hiện_tại , giáo_viên huyện cẩm_mỹ kế_hoạch giúp_đỡ mấy bé , giáo lẽ đủ , giúp_đỡ mấy bé liên_hệ_giáo nhé ! cảm_ơn người .",0
"mua xe vinfast_fadill xe gọn nhé , trang an_toàn chạy đầm tiết_kiệm xăng . chế_độ chăm_sóc hàng tốt .",0
ủng_hộ,0
hung giáo dám vào ? gọi khẩn cảnh_sát .,0
"clb thay_đổi , hiệu thể văng_dê lắm .",0
2 xe đi mua toyota cross tối_ưu,0
phim bạo_lực,0
"thiết cảm_biến_động , nối còi hú , vọc xuất_hiện còi hú hoảng_sợ dám nữa . trị đám mèo hàng_xóm đêm tè bậy sân_thượng .",0
kẹt khoá đau không tả được @ @,0
ngăn_chặn dịch covid bảo_vệ 90 triệu phát_triển đất vnkiểm soát nhập_cảnh vô quan_trọng áp_dụng nhập_cảnh chứng âm vòng 3 nhập_cảnh,0
"chạy đường hà_nội à , đẹp thiết_kế chất an_toàn . kia hàng việt hướng mua xe ,_kia_hyun hàng an_tâm thông thái.chúc mừng hàn kỳ_diệu việt_nam tiêu lạc_hậu tụt_hậu .",0
bất_chấp tất . heyzza,1
rỗ cá ngon quá . bao ký_ức thơ ùa kỷ_niệm,0
đvh hát bolero nhức đầu .,1
"đọc hồi_hộp thở , may_mắn bé bình_an , mong bình_an đời",0
"làn liền mạch cấm lấn xe camera hành_trình xe_bồn cố_tình lấn làn xe_máy , ý_thức kém_cỏi tai_nạn khỏi .",0
huyndai i10 máy 1.2 fadil 1.5 chạy sướng khuyến_mãi i10 góp,0
"chạy sò đây , chỗ chạy xe nhiều , sedan hạng b tương",0
"việt_nam giỏi , xoay tình_thế . nghiên_cứu_thiết y_tế công_nghệ chủ_động tốt .",0
"cỗ máy_bay trời giá hét trời . máy_bay giá "" hạ_cánh "" mặt_đất",0
fan bóng_đá coi thưởng_thức tận_hưởng đam_mê toàn comment thua . buồn thực : (,1
nhân_tài đâu . bồi_dưỡng vun_đắp bé bé thể phục_vụ đất,0
trao bóng vàng neuer hoàn_toàn xong,0
"bé dáng_dấp báo đen em ' to hơn . fati kế_tục messi thể . kỹ_năng tư bóng messi đẳng nhiều . vậy , fati thi_đấu hồi_tưởng quãng thời_gian m10 áo 19 mắt đội 1 tung_hoành ngang_dọc giới túc_cầu mắt chữ anh miệng chữ ô. yêu m10 đó .",0
triết_lý mou_bale . lẻ bale vị_trí xưa hậu_vệ phải .,0
hút không bè kinh_doanh lỡ đầu_tư bđs đòn_bẩy tài dở_khóc_dở_cười doanh_thu sụt nghiêm_trọng nợ vay đặn .,0
kiệt_tác ! rôi bây giới_thiệu ? mong ngành vhttdl quan_tâm sử_dụng hiệu !,0
xui toàn tập ! tội nghiệp,0
"tuyệt_vời . chúc sức_khoẻ , bình_an tiếp_tục công_nghĩa này .",0
gọi bò húc nè . uy_lực !,0
"sống khắc_nghiệt , cua_biển kiếm_ăn , cá bờ đi săn , mòng biển chắn cổ_vũ hai .",0
ủng_hộ trump chúc mau bệnh !,0
"xưa trung_thu nghĩa trẻ_thơ , trung_thu nghĩa lớn !",0
liên_hoàn phố đi quanh hồ gươm .,0
nguy_hiểm ly tất trường_hợp nhập_cảnh trái_phép 15,0
"36t anh bo ạ , tập gym , hát anh 1 giúp tình_yêu đầu giọng hát",0
"2018 , 50 quán bar dương ma_tuý cảnh_sát kiểm_tra . 2019 , quán bar xảy án_mạng chết.thế tồn ghê .",0
không cụ xài kem đánh 83 ghê ... kkk ...,0
đêm mỹ cán mốc 500000 nhiễm,0
"luật nghị_định 100 , luật_hình_sự , liên_quan hành_vi lọt corona tổ_quốc !",0
"thực thời , nghề mr. đàm .",1
"kính , phản_đối đánh mỹ dốc sức phục_vụ tổ_quốc phút cùng .",0
"m chạy soluto hồi xét cá_nhân xe trang option , vô_lăng trợ_lực điện nhẹ lái , cua nhẹ_nhàng attrage hội chạy thử không dám nx",0
"lựa i10 hợp_lý đấy bác.phù hợp chạy dịch_vụ , rộng_rãi , khả_năng vận_hành bền_bỉ . chi_phí bảo_dưỡng hợp_lý linh_kiện dễ.còn việt xài hàng việt , đóng_góp kinh_tế fadil thôi .",0
lật capo suloto kinh_hồn . ful lòi 4 buzi . lớp nhiệt . nắp máy kinh_khủng,1
"viết hấp_dẫn . giới yếu_tố thời_gian ràng hơn , hơn . covid - 19 nằm đó . vội_vã kết_luận hoàn_toàn tỏ .",0
"kinh_khủng , cơ bão covid giới khủng_hoảng tệ thời_kì hiện_đại",0
tập này ?,0
quá xứngười đángười với em .,0
mùa real trắng,0
trời_ơi ! không hơn ! tội_nghiệp cháu ! ngày đầu đi học !,0
sống coi khoẻ đầu ạ .,0
mấy xe lò_dò làn xe bao phạt đâu ? đi sai làn được ?,0
cám_ơn_sĩ chiến_sĩ dân,0
cầm_thú sàm_sỡ qhtd cháu ruột vậy.không thực_hiện trách_nhiệm nuôi hành_hạ đẻ.cạn .,1
ảnh hồi hì_hục đi tát bắt cá . vé tuôi thơ,0
"chuyến bay nhiễm vậy , giới phức_tạp quá , cảm hào đất việt nam mình . cầu_chúc tất dịch_bệnh .",0
cầu_mong bình_an ! việt_nam cố lên ! đất chiến_thắng !,0
"lạm_phát đi lương tăng , bó rau cân thịt chợ tăng . cầm 500k chợ mua phát liền . mua thành_phố cố_gắng học_hành phấn_đấu lương cỡ 10k usd / mua",0
học chuyên_ngành khoa_học_kỹ_thuật hoàn_toàn ngoại_ngữ khó . học ngôn_ngữ bình_thường .,1
"cấm hại lợi , ví_dụ đơn_giản điện_thoại nhắn học thử thầy quản_lý không , cái hại em lười tư ỷ điện_thoại !",0
thực_tế công_ty cổ_đông ảnh_hưởng quyền_lợi nhé .,0
"nhé . tam_giác_cân tù abc , 2 đường bg=ci < 2 * à ( khi góc anh tiệm_cận 180 độ 2 đường bg=ci 2ah ( chứng_minh tam_giác đồng_dạng ) . tổng 3 đường 5ah < = 1 mm à < = 0.2 mm . ta tam_giác_cân tù abc anh chiều à < = 0.2 mm thoả_mãn đề nhé .",0
học mẹ ly_hôn gái gửi ngoại tái_giá,0
lưu_trú sài gòn 1 lôi trẻ đi vé mình . đầu ửng hộ tiếp_tục đi kiểu ngu_dốt trẻ tiếp_tục lạm_dụng !,0
"vấn_đề hàng_đầu giới kinh_doanh lợi_nhuận thuận_tiện thôi . 1 thu_hút đầu_tư kéo công ty chiến_lược sách ưu_đãi hấp_dẫn , thì động đổ tiền thôi.còn ta thèm_thuồng đi nhé .",0
"đối môn toán sức con . môn tiếng việt nặng . bắt_buộc 2 kiểu chữ bảng chữ 1 bẳng chữ_viết hoa kì 2 . đối 2 kiểu chữ in sách chữ_viết lẫn . 3-4 tuần bắt đọc đoạn văn hiểu . xét_lại , đổi nhẹ_nhàng tốn_phí tài_nguyên . sở xác thử tiết học xem . học kịp",0
"thực chip thui , google nguyên máy tử rồi , vả chip tử hoạt_động ổn_định môi_trường nhiệt_độ nitơ lỏng .",0
dịch_vụ kiểu dịch_vụ ship đồ rác_thải nilon nhiều . phát hoảng nilon thải ra . lại .,0
"thực_hiện công buộc hs học học lệch hiện nay.các môn trắc_nghiệm đề vất_vả chấm thể máy thuận lợi.hơn thi đánh_giá tt26 buộc gv lớp dạy nghiêm_túc , dạy chuẩn kiến_thức , kỹ_năng hs kiến_thức . gv chỉnh tuỳ_tiện , quản_lí , ...",0
"điều đó là bình thườngười số người hưởngười lợi từ nướchị mỹ giảm đi . sứchị mạnh mềm chỉ biểu hiện ở cáchị chế đa_phương , nó còn ở rất nhiều mảngười kháchị mà người mỹ giảm tương táchị với thế giới vì đại dịch , nó dĩ nhiên cũngười giảm theo . cá nhân rằngười là điểm thấp nhất củanh nướchị mỹ vụ 11/9 và khủngười hoảngười 2008 . dù có bị chê_bai thườngười , nướchị mỹ vẫn là mỹ và sẽ trở lại cựchị kỳ mạnh mẽ một nó bị tổn thương . hãy đợi người mỹ sẽ làm gì 1 thập kỷ tới , cú vấp này",0
arsenal thua hlv tâm_phục khẩu phụchị siêu tướng_quân lèm bèm,0
"bé tiêm mũi 5in1 đầu_tiên sốt dị_ứng nổi ban đỏ khắp người , đi tiêm mũi nhắc 2 trung_tâm dám tiêm , trung_tâm tiêm dịch_vụ vắcxin pháp . tiêm phòng nữa , đọc lo , chia buồn gia_đình",0
voi hình hồng_nhung,0
"nhân_sinh mộng , vô_tình . sống , đôi ta vô_tình đẩy hoàn_cảnh đơn .",0
"giọng bo thời_kỳ đầu mộc_mạc truyền_cảm . sau , đi tu_nghiệp mỹ giọng luyến_láy hơn , thiên kĩ_thuật hơn . ban_đầu nữa . cảm_ơn ký_ức xuân . chúc khoẻ hạnh_phúc .",0
sai ngắn nhân_viên ngân_hàng . minh thư ảnh đổi chiếu khuôn_mặt,0
"tình_hình bất_lợi tổng_thống đấy , tổng_thống trump chiến_thắng .",0
"cua-rơ chuyên_nghiệp tham_gia giải đấu "" bao "" nguyên đường ... chán thức này ....",1
triệu usd chẳng vừa . bát_ca chứ .,0
"trân_trọng , lịch_sử chí gan hùng dân_tộc . chúc gia_đình sức_khoẻ .",0
quét vân đi mấy an_ninh ơi . bị .,0
"di_cư vấn_đề gian_nan , phải nghi thứ.huống hồ công ty trung quốc toán không hề dễ , nếu khu công_nghiệp ta quê rồi , tập_trung chi_khu công_nghiệp miền nam .",0
"thay_đổi lắm , 20 thay_đổi ít . phim chán . sinh_động hài_hước .",0
"nhạc_binz thời_thượng cao , hợp su hướng thời_đại , lyric lựa ngôn kỹ , gieo_vần nhấn_nhá đi người . 1 ngấm 2 3 ghiền . nhạc hơi nhạc rap_âu_mỹ thích . hoà_nhập giới .",0
lỗi ! đọc đầu bảo_thy ai !,1
kiểu gừng già cay . thảo đi kém 30 chục bình_luận đẹp_đôi . ngưỡng_mộ quá .,0
"nguy_hiểm_thể tránh , vậy ! hậu giá mạng . hiểu ?",0
1 bé .,0
"mừng hai tuần ta ca nhiễm cộng_đồng . mong đừng chủ_quan , tiếp_tục thực_hiện nghiêm_túc khuyến_cáo y_tế .",0
vụ đọc ra . hai dãy tk pass .,0
không bao h quan_tâm bầu_cử mỹ . trump tốt .,0
mua lợi hơn . chậm 1 phút hối_hận 1 đời,0
xưa : cá kiến kiến cá ... giờ : cá rắn rắn cá .. !,0
đăc cử nhiệm_kỳ mới . sứ_mệnh .,0
"xử 2 thoả_đáng . bé tôi , hành_hạ gấp ngàn hành_hạ bé .",1
"đường_đường 1 đường 2 , ta đường đi . đổi mắc_công .",0
đau_đớn ! nỗi đau thấu tận trời xanh !,0
"ngưỡng_mộ này . thi ielts , giao_tiếp xoàng , ngữ_pháp lẫn_lộn hết , buồn đi .",0
cá_voi sát_thủ đứng đầu chuỗi thức biển hình cá_mập .,0
"phát_hiện vi_rút covi 2 5 không ? phát_hiện rút ngắn thời_gian ly , giới hoà_hợp hơn .",0
tuyệt_vời việt_nam ơi ... chúng_ta quyết_thành,0
"quan_trọng mãnh đất sổ_đỏ đứng_tên , đứng đại_diện không cửa chia mẹ đứng",0
"đà_nẵng đen . covid-19 tàn_phá , bão .",0
tường đất made in china chất kém thật . 600 đổ tan_tành cả .,1
liên_quan fe credit nhắn quảng_cáo,0
"liv hồi xưa được coi vua đấu cup , vẻ bàn_giao danh_hiệu ars",0
"lo_ngại mua nóng đi , mùa đông mùa xuân trở giới dập dịch phát_minh thuốc phòng_chống trị em dịch tái bùng_phát trở_lại .",0
ca sức dũng_cảm mưư mẹo tóm gọn bọn buôn chết trắng.hoan hô ! chiến_sĩ ca,0
"xử nặng ,",0
xưa phim tvb mấy cầm cục điện_thoại lắm nè,0
kinh_doanh tiếng cả . chủ sở đau tâm_huyết đổ sông đổ biển này . cố_gắng khắc_phục đầu nha anh .,0
"to đẹp_trai kia đi cướp , bóc 30 lịch mỏi tay ?",1
đừngười lo nướchị mỹ . để sứchị lo mình đi,0
""" sau tiêm , dõi trung_tâm y_tế 30 phút phản_ứng lạ , bé nhà . mẹ gửi sở trẻ gia_đình . "" liệu vacxin khả_năng không ?",0
"sở_dĩ miền đường sai phát_âm . nhân_tiện góp sử_dụng đường thành_phố bất_cập lãng_phí . đánh ngõ rối thực khoa_học , bao_nhiêu xẹt đi địa dàng xác_định khu_vực bắt_đầu đường biết . kèm kiểu đường thắng_lợi 12 , bình_an 20 , thành_công 05 ... chẳng nghĩa đồ khu_vực đằng tìm . đường ngắn , 1 ngõ , hẻm",0
đứa trẻ sinh 1 thiên_thần cháu ! điều hạnh_phúc cháu 1 bố tuyệt vờicon vẻ may_mắn cháu trai 1 bố tuyệt_vời cháu.cháu thành_công ! thế .,0
"buôn ma_tuý toàn tạ , tấn , kg hàng chục kg . phim hongkong cảnh này .",0
mẹ ?,0
đơn toà giải_quyết bạn .,0
d.trump nằm danh_sách căng nha,0
"đối_thủ , nguy_hiểm đối chiến_dịch tranh_cử trump ncovid giả_vờ quan_tâm . thay "" công_kích "" ( chống dịch quyết_liệt ) ncovid đầu tập_trung biden .",0
"barca . dồn 82% bóng chân si , barca đá thoát hẳn , thoát dớp hoà - thua 2015 10 người . 28% bóng chân , si tịt_ngòi . whoscored giúp si bôi mầu",0
tuyệt_vời . ca giới ngưỡng_mộ tâm tầm sĩ bệnh_viện chợ_rẫy ngành y_học việt_nam chung .,0
giành gái kaka,0
"tầm đấy mua vios xe lướt 2017-2018 ok nhất , khoang rộng , chỗ thoải_mái gia_đình 4-5 người ! đi 10 không suy_nghĩ .",0
seltos_lux cắt option hơi buồn cười.ngay cam lùi màn_hình cắt luật yêu_cầu tất xe ô_tô cam lùi .. hài,0
viết hay !,0
"sống , vui_chơi , đối_xử động_vật tàn_nhẫn chứ ? ? ?",0
"kiến hay , đặc_biệt . hình_ảnh amazon mấy chục xổm đất .",0
khổ,0
"mua bảo_hiểm_nhân_thọ bảo_vệ thể_hiện trách_nhiệm thân . 1 giỏi thể tiền 500tr , 1 tr / đối vấn_đề gì . tham_gia bhnt rủi_ro đợi_chờ ai , gia_đình . may_mắn không rủi_ro tiền hoàn tương_đương lãi_suất ngân_hàng , không may mẹ lo chăm_sóc tài công ty bảo_hiểm lo . chúc lựa ! thân .",0
hollywood mau tận_dụng cảnh đóng phim dựng cảnh .,0
"mua xe gì cũngười đượchị , trừ toyota",0
khổ lắm bão ơi ..,0
ars hình_ảnh liv đây . arteta xác_định liv hình_mẫu .,0
đừng xả.giữ tích mùa khô.miền bắc mùa mưa,0
"thực_lòng , lô đựng sách đi học học_trò chương_trình nhẹ chờ thông sở báo lên . cảnh sách_giáo_khoa kèm học môn nhẹ tải được . hiệu sách xem , ngữ_văn lớp ... học ngữ_văn lớp ... toán lớp ... y_học môn toán lớp ... môn_học trò bơi biển kiến_thức thôi .",1
"tuyệt_vời , tâm . made by vietnam",0
sợ à ?,1
"côn_đồ .. coi pháp_luật , coi mạng sống khác . mong pháp_luật sử nghiêm .",1
hy_vọng tổng_thống mỹ phu_nhân chóng bệnh bệnh covid 19 lái thuyền mỹ nhiệm_kỳ này .,0
quê tiền xây cổng,1
đau_thương quá ...,0
thắng_cử thế . giới chiều_hướng cũ thôi .,0
"tuyến trục xương_sống đbscl , hy_vọng xây hoàn_toàn song_song ql phụng_hiệp hiện_hữu , chiều 4 làn xe , 2 làn xe / chiều bao_tải .",0
